file_name,label,file_name_tiff,triton_path
0090004781-A_BANDS-S2-L1C.png,full,0090004781-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset4/0090004781-A_BANDS-S2-L1C.tiff
0090041662-A_BANDS-S2-L1C.png,full,0090041662-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset5/0090041662-A_BANDS-S2-L1C.tiff
0090041864-A_BANDS-S2-L1C.png,full,0090041864-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset2/0090041864-A_BANDS-S2-L1C.tiff
0090042167-A_BANDS-S2-L1C.png,full,0090042167-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset2/0090042167-A_BANDS-S2-L1C.tiff
0090042268-A_BANDS-S2-L1C.png,full,0090042268-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset6/0090042268-A_BANDS-S2-L1C.tiff
0090104916-A_BANDS-S2-L1C.png,full,0090104916-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset6/0090104916-A_BANDS-S2-L1C.tiff
0090131184-A_BANDS-S2-L1C.png,full,0090131184-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset2/0090131184-A_BANDS-S2-L1C.tiff
0090141086-A_BANDS-S2-L1C.png,full,0090141086-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset5/0090141086-A_BANDS-S2-L1C.tiff
0090141187-A_BANDS-S2-L1C.png,full,0090141187-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset2/0090141187-A_BANDS-S2-L1C.tiff
0090141490-A_BANDS-S2-L1C.png,full,0090141490-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset6/0090141490-A_BANDS-S2-L1C.tiff
0090167358-A_BANDS-S2-L1C.png,full,0090167358-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset4/0090167358-A_BANDS-S2-L1C.tiff
0090167661-A_BANDS-S2-L1C.png,full,0090167661-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset6/0090167661-A_BANDS-S2-L1C.tiff
0090167964-A_BANDS-S2-L1C.png,full,0090167964-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset5/0090167964-A_BANDS-S2-L1C.tiff
0090200906-A_BANDS-S2-L1C.png,full,0090200906-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset2/0090200906-A_BANDS-S2-L1C.tiff
0090258500-A_BANDS-S2-L1C.png,full,0090258500-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset4/0090258500-A_BANDS-S2-L1C.tiff
0090258803-A_BANDS-S2-L1C.png,full,0090258803-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset2/0090258803-A_BANDS-S2-L1C.tiff
0090267287-A_BANDS-S2-L1C.png,full,0090267287-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset5/0090267287-A_BANDS-S2-L1C.tiff
0090291337-B_BANDS-S2-L1C.png,full,0090291337-B_BANDS-S2-L1C.tiff,2_data/03_data/dataset4/0090291337-B_BANDS-S2-L1C.tiff
0090294973-A_BANDS-S2-L1C.png,full,0090294973-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset1/0090294973-A_BANDS-S2-L1C.tiff
0090359641-A_BANDS-S2-L1C.png,full,0090359641-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset6/0090359641-A_BANDS-S2-L1C.tiff
0090359742-A_BANDS-S2-L1C.png,full,0090359742-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset1/0090359742-A_BANDS-S2-L1C.tiff
0090369947-A_BANDS-S2-L1C.png,full,0090369947-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset2/0090369947-A_BANDS-S2-L1C.tiff
0090377324-A_BANDS-S2-L1C.png,full,0090377324-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset5/0090377324-A_BANDS-S2-L1C.tiff
0090377425-A_BANDS-S2-L1C.png,full,0090377425-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset2/0090377425-A_BANDS-S2-L1C.tiff
0090399047-A_BANDS-S2-L1C.png,full,0090399047-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset6/0090399047-A_BANDS-S2-L1C.tiff
0090399148-A_BANDS-S2-L1C.png,full,0090399148-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset6/0090399148-A_BANDS-S2-L1C.tiff
0090422992-A_BANDS-S2-L1C.png,full,0090422992-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset5/0090422992-A_BANDS-S2-L1C.tiff
0090423093-A_BANDS-S2-L1C.png,full,0090423093-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset6/0090423093-A_BANDS-S2-L1C.tiff
0100093286-A_BANDS-S2-L1C.png,full,0100093286-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset6/0100093286-A_BANDS-S2-L1C.tiff
0100359432-A_BANDS-S2-L1C.png,full,0100359432-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset5/0100359432-A_BANDS-S2-L1C.tiff
0100378731-A_BANDS-S2-L1C.png,full,0100378731-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset1/0100378731-A_BANDS-S2-L1C.tiff
0100572933-A_BANDS-S2-L1C.png,full,0100572933-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset2/0100572933-A_BANDS-S2-L1C.tiff
0100642651-A_BANDS-S2-L1C.png,full,0100642651-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset4/0100642651-A_BANDS-S2-L1C.tiff
0100858071-A_BANDS-S2-L1C.png,full,0100858071-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset5/0100858071-A_BANDS-S2-L1C.tiff
0100858172-A_BANDS-S2-L1C.png,full,0100858172-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset2/0100858172-A_BANDS-S2-L1C.tiff
0100863630-A_BANDS-S2-L1C.png,full,0100863630-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset2/0100863630-A_BANDS-S2-L1C.tiff
0100875653-A_BANDS-S2-L1C.png,full,0100875653-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset6/0100875653-A_BANDS-S2-L1C.tiff
0190017744-A_BANDS-S2-L1C.png,full,0190017744-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset4/0190017744-A_BANDS-S2-L1C.tiff
0190017946-A_BANDS-S2-L1C.png,full,0190017946-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset6/0190017946-A_BANDS-S2-L1C.tiff
0190025121-A_BANDS-S2-L1C.png,full,0190025121-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset5/0190025121-A_BANDS-S2-L1C.tiff
0190082109-A_BANDS-S2-L1C.png,full,0190082109-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset8/0190082109-A_BANDS-S2-L1C.tiff
0190092112-A_BANDS-S2-L1C.png,full,0190092112-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset8/0190092112-A_BANDS-S2-L1C.tiff
0190092213-A_BANDS-S2-L1C.png,full,0190092213-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset2/0190092213-A_BANDS-S2-L1C.tiff
0190115653-B_BANDS-S2-L1C.png,full,0190115653-B_BANDS-S2-L1C.tiff,2_data/03_data/dataset4/0190115653-B_BANDS-S2-L1C.tiff
0190140410-A_BANDS-S2-L1C.png,full,0190140410-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset1/0190140410-A_BANDS-S2-L1C.tiff
0190140511-A_BANDS-S2-L1C.png,full,0190140511-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset6/0190140511-A_BANDS-S2-L1C.tiff
0190150413-A_BANDS-S2-L1C.png,full,0190150413-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset2/0190150413-A_BANDS-S2-L1C.tiff
0510229902-A_BANDS-S2-L1C.png,full,0510229902-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset6/0510229902-A_BANDS-S2-L1C.tiff
0520028114-A_BANDS-S2-L1C.png,full,0520028114-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset6/0520028114-A_BANDS-S2-L1C.tiff
0520056103-A_BANDS-S2-L1C.png,full,0520056103-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset2/0520056103-A_BANDS-S2-L1C.tiff
0520421265-A_BANDS-S2-L1C.png,full,0520421265-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset1/0520421265-A_BANDS-S2-L1C.tiff
0520421366-A_BANDS-S2-L1C.png,full,0520421366-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset2/0520421366-A_BANDS-S2-L1C.tiff
0520442281-A_BANDS-S2-L1C.png,full,0520442281-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset2/0520442281-A_BANDS-S2-L1C.tiff
0520449860-A_BANDS-S2-L1C.png,full,0520449860-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset6/0520449860-A_BANDS-S2-L1C.tiff
0610021882-A_BANDS-S2-L1C.png,full,0610021882-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset1/0610021882-A_BANDS-S2-L1C.tiff
0610036838-A_BANDS-S2-L1C.png,full,0610036838-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset2/0610036838-A_BANDS-S2-L1C.tiff
0610036939-A_BANDS-S2-L1C.png,full,0610036939-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset4/0610036939-A_BANDS-S2-L1C.tiff
0610037040-A_BANDS-S2-L1C.png,full,0610037040-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset1/0610037040-A_BANDS-S2-L1C.tiff
0610037141-A_BANDS-S2-L1C.png,full,0610037141-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset6/0610037141-A_BANDS-S2-L1C.tiff
0610053915-A_BANDS-S2-L1C.png,full,0610053915-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset8/0610053915-A_BANDS-S2-L1C.tiff
0610054117-A_BANDS-S2-L1C.png,full,0610054117-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset2/0610054117-A_BANDS-S2-L1C.tiff
0610102112-A_BANDS-S2-L1C.png,full,0610102112-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset4/0610102112-A_BANDS-S2-L1C.tiff
0610110802-A_BANDS-S2-L1C.png,full,0610110802-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset2/0610110802-A_BANDS-S2-L1C.tiff
0610128077-A_BANDS-S2-L1C.png,full,0610128077-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset1/0610128077-A_BANDS-S2-L1C.tiff
0610128279-A_BANDS-S2-L1C.png,full,0610128279-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset1/0610128279-A_BANDS-S2-L1C.tiff
0610233565-A_BANDS-S2-L1C.png,full,0610233565-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset6/0610233565-A_BANDS-S2-L1C.tiff
0610233969-A_BANDS-S2-L1C.png,full,0610233969-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset6/0610233969-A_BANDS-S2-L1C.tiff
0610296718-A_BANDS-S2-L1C.png,full,0610296718-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset6/0610296718-A_BANDS-S2-L1C.tiff
0610318643-A_BANDS-S2-L1C.png,full,0610318643-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset4/0610318643-A_BANDS-S2-L1C.tiff
0690005860-A_BANDS-S2-L1C.png,full,0690005860-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset2/0690005860-A_BANDS-S2-L1C.tiff
0690005961-A_BANDS-S2-L1C.png,full,0690005961-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset2/0690005961-A_BANDS-S2-L1C.tiff
0690019503-A_BANDS-S2-L1C.png,full,0690019503-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset1/0690019503-A_BANDS-S2-L1C.tiff
0690051229-A_BANDS-S2-L1C.png,full,0690051229-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset6/0690051229-A_BANDS-S2-L1C.tiff
0690125694-A_BANDS-S2-L1C.png,full,0690125694-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset4/0690125694-A_BANDS-S2-L1C.tiff
0690125795-A_BANDS-S2-L1C.png,full,0690125795-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset5/0690125795-A_BANDS-S2-L1C.tiff
0690125896-B_BANDS-S2-L1C.png,full,0690125896-B_BANDS-S2-L1C.tiff,2_data/03_data/dataset6/0690125896-B_BANDS-S2-L1C.tiff
0690151663-A_BANDS-S2-L1C.png,full,0690151663-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset6/0690151663-A_BANDS-S2-L1C.tiff
0690151764-A_BANDS-S2-L1C.png,full,0690151764-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset6/0690151764-A_BANDS-S2-L1C.tiff
0690157323-B_BANDS-S2-L1C.png,full,0690157323-B_BANDS-S2-L1C.tiff,2_data/03_data/dataset4/0690157323-B_BANDS-S2-L1C.tiff
0690157626-A_BANDS-S2-L1C.png,full,0690157626-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset4/0690157626-A_BANDS-S2-L1C.tiff
0690277258-A_BANDS-S2-L1C.png,full,0690277258-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset1/0690277258-A_BANDS-S2-L1C.tiff
0690323940-A_BANDS-S2-L1C.png,full,0690323940-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset1/0690323940-A_BANDS-S2-L1C.tiff
0690369713-A_BANDS-S2-L1C.png,full,0690369713-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset8/0690369713-A_BANDS-S2-L1C.tiff
0690421445-A_BANDS-S2-L1C.png,full,0690421445-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset2/0690421445-A_BANDS-S2-L1C.tiff
0690421647-A_BANDS-S2-L1C.png,full,0690421647-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset6/0690421647-A_BANDS-S2-L1C.tiff
0690452060-A_BANDS-S2-L1C.png,full,0690452060-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset4/0690452060-A_BANDS-S2-L1C.tiff
0690548353-A_BANDS-S2-L1C.png,full,0690548353-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset5/0690548353-A_BANDS-S2-L1C.tiff
0690567450-A_BANDS-S2-L1C.png,full,0690567450-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset2/0690567450-A_BANDS-S2-L1C.tiff
0690576140-A_BANDS-S2-L1C.png,full,0690576140-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset2/0690576140-A_BANDS-S2-L1C.tiff
0690584224-A_BANDS-S2-L1C.png,full,0690584224-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset6/0690584224-A_BANDS-S2-L1C.tiff
0690603422-A_BANDS-S2-L1C.png,full,0690603422-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset1/0690603422-A_BANDS-S2-L1C.tiff
0690603523-A_BANDS-S2-L1C.png,full,0690603523-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset5/0690603523-A_BANDS-S2-L1C.tiff
0690633734-A_BANDS-S2-L1C.png,full,0690633734-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset4/0690633734-A_BANDS-S2-L1C.tiff
0690644848-A_BANDS-S2-L1C.png,full,0690644848-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset4/0690644848-A_BANDS-S2-L1C.tiff
0690651215-A_BANDS-S2-L1C.png,full,0690651215-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset5/0690651215-A_BANDS-S2-L1C.tiff
0710001604-A_BANDS-S2-L1C.png,full,0710001604-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset6/0710001604-A_BANDS-S2-L1C.tiff
0710014132-A_BANDS-S2-L1C.png,full,0710014132-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset8/0710014132-A_BANDS-S2-L1C.tiff
0710025751-A_BANDS-S2-L1C.png,full,0710025751-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset2/0710025751-A_BANDS-S2-L1C.tiff
0710115778-A_BANDS-S2-L1C.png,full,0710115778-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset4/0710115778-A_BANDS-S2-L1C.tiff
0710115980-A_BANDS-S2-L1C.png,full,0710115980-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset6/0710115980-A_BANDS-S2-L1C.tiff
0710148215-A_BANDS-S2-L1C.png,full,0710148215-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset5/0710148215-A_BANDS-S2-L1C.tiff
0710194388-A_BANDS-S2-L1C.png,full,0710194388-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset2/0710194388-A_BANDS-S2-L1C.tiff
0710194489-A_BANDS-S2-L1C.png,full,0710194489-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset1/0710194489-A_BANDS-S2-L1C.tiff
0710221771-A_BANDS-S2-L1C.png,full,0710221771-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset4/0710221771-A_BANDS-S2-L1C.tiff
0710227128-A_BANDS-S2-L1C.png,full,0710227128-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset5/0710227128-A_BANDS-S2-L1C.tiff
0710231774-A_BANDS-S2-L1C.png,full,0710231774-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset6/0710231774-A_BANDS-S2-L1C.tiff
0710236424-A_BANDS-S2-L1C.png,full,0710236424-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset1/0710236424-A_BANDS-S2-L1C.tiff
0710236525-A_BANDS-S2-L1C.png,full,0710236525-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset4/0710236525-A_BANDS-S2-L1C.tiff
0710255319-A_BANDS-S2-L1C.png,full,0710255319-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset8/0710255319-A_BANDS-S2-L1C.tiff
0710255521-A_BANDS-S2-L1C.png,full,0710255521-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset5/0710255521-A_BANDS-S2-L1C.tiff
0710255622-A_BANDS-S2-L1C.png,full,0710255622-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset8/0710255622-A_BANDS-S2-L1C.tiff
0710256228-A_BANDS-S2-L1C.png,full,0710256228-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset1/0710256228-A_BANDS-S2-L1C.tiff
0710257541-A_BANDS-S2-L1C.png,full,0710257541-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset6/0710257541-A_BANDS-S2-L1C.tiff
0710257642-A_BANDS-S2-L1C.png,full,0710257642-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset6/0710257642-A_BANDS-S2-L1C.tiff
0710268958-A_BANDS-S2-L1C.png,full,0710268958-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset6/0710268958-A_BANDS-S2-L1C.tiff
0710269059-A_BANDS-S2-L1C.png,full,0710269059-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset1/0710269059-A_BANDS-S2-L1C.tiff
0710276032-A_BANDS-S2-L1C.png,full,0710276032-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset2/0710276032-A_BANDS-S2-L1C.tiff
0710296846-B_BANDS-S2-L1C.png,full,0710296846-B_BANDS-S2-L1C.tiff,2_data/03_data/dataset5/0710296846-B_BANDS-S2-L1C.tiff
0710297149-B_BANDS-S2-L1C.png,full,0710297149-B_BANDS-S2-L1C.tiff,2_data/03_data/dataset5/0710297149-B_BANDS-S2-L1C.tiff
0710314024-A_BANDS-S2-L1C.png,full,0710314024-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset4/0710314024-A_BANDS-S2-L1C.tiff
0710337262-A_BANDS-S2-L1C.png,full,0710337262-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset2/0710337262-A_BANDS-S2-L1C.tiff
0710342619-A_BANDS-S2-L1C.png,full,0710342619-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset6/0710342619-A_BANDS-S2-L1C.tiff
0710352420-A_BANDS-S2-L1C.png,full,0710352420-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset4/0710352420-A_BANDS-S2-L1C.tiff
0710373941-A_BANDS-S2-L1C.png,full,0710373941-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset6/0710373941-A_BANDS-S2-L1C.tiff
0710403849-A_BANDS-S2-L1C.png,full,0710403849-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset6/0710403849-A_BANDS-S2-L1C.tiff
0710404556-A_BANDS-S2-L1C.png,full,0710404556-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset2/0710404556-A_BANDS-S2-L1C.tiff
0710430525-A_BANDS-S2-L1C.png,full,0710430525-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset2/0710430525-A_BANDS-S2-L1C.tiff
0710431434-A_BANDS-S2-L1C.png,full,0710431434-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset6/0710431434-A_BANDS-S2-L1C.tiff
0710431535-A_BANDS-S2-L1C.png,full,0710431535-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset1/0710431535-A_BANDS-S2-L1C.tiff
0710439922-A_BANDS-S2-L1C.png,full,0710439922-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset2/0710439922-A_BANDS-S2-L1C.tiff
0710456288-A_BANDS-S2-L1C.png,full,0710456288-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset6/0710456288-A_BANDS-S2-L1C.tiff
0710463362-A_BANDS-S2-L1C.png,full,0710463362-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset8/0710463362-A_BANDS-S2-L1C.tiff
0710467608-B_BANDS-S2-L1C.png,full,0710467608-B_BANDS-S2-L1C.tiff,2_data/03_data/dataset1/0710467608-B_BANDS-S2-L1C.tiff
0710470638-A_BANDS-S2-L1C.png,full,0710470638-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset1/0710470638-A_BANDS-S2-L1C.tiff
0710506206-A_BANDS-S2-L1C.png,full,0710506206-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset1/0710506206-A_BANDS-S2-L1C.tiff
0710558443-A_BANDS-S2-L1C.png,full,0710558443-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset2/0710558443-A_BANDS-S2-L1C.tiff
0710558544-A_BANDS-S2-L1C.png,full,0710558544-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset5/0710558544-A_BANDS-S2-L1C.tiff
0710573193-A_BANDS-S2-L1C.png,full,0710573193-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset6/0710573193-A_BANDS-S2-L1C.tiff
0710582489-A_BANDS-S2-L1C.png,full,0710582489-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset5/0710582489-A_BANDS-S2-L1C.tiff
0710583604-A_BANDS-S2-L1C.png,full,0710583604-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset5/0710583604-A_BANDS-S2-L1C.tiff
0710623414-A_BANDS-S2-L1C.png,full,0710623414-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset2/0710623414-A_BANDS-S2-L1C.tiff
0710628060-A_BANDS-S2-L1C.png,full,0710628060-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset2/0710628060-A_BANDS-S2-L1C.tiff
0710641905-A_BANDS-S2-L1C.png,full,0710641905-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset1/0710641905-A_BANDS-S2-L1C.tiff
0710648571-B_BANDS-S2-L1C.png,full,0710648571-B_BANDS-S2-L1C.tiff,2_data/03_data/dataset4/0710648571-B_BANDS-S2-L1C.tiff
0710650389-B_BANDS-S2-L1C.png,full,0710650389-B_BANDS-S2-L1C.tiff,2_data/03_data/dataset5/0710650389-B_BANDS-S2-L1C.tiff
0710660695-A_BANDS-S2-L1C.png,full,0710660695-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset1/0710660695-A_BANDS-S2-L1C.tiff
0710669082-A_BANDS-S2-L1C.png,full,0710669082-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset6/0710669082-A_BANDS-S2-L1C.tiff
0710672217-A_BANDS-S2-L1C.png,full,0710672217-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset4/0710672217-A_BANDS-S2-L1C.tiff
0710680604-A_BANDS-S2-L1C.png,full,0710680604-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset4/0710680604-A_BANDS-S2-L1C.tiff
0710680806-A_BANDS-S2-L1C.png,full,0710680806-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset2/0710680806-A_BANDS-S2-L1C.tiff
0710680907-A_BANDS-S2-L1C.png,full,0710680907-A_BANDS-S2-L1C.tiff,2_data/03_data/dataset2/0710680907-A_BANDS-S2-L1C.tiff
